Id,year,date,name,course,City,State,Lat,Long,Course Par,Winning Score,CutLine,day0,day0low,day0high,day0avg,day0precip,day0wind,day1,day1low,day1high,day1avg,day1precip,day1wind,day2,day2low,day2high,day2avg,day2precip,day2wind
12014,2014,Oct 10 - 13,Frys.com Open,"CordeValle Golf Club - San Martin, CA. ",San Martin,CA,37.09,-121.59,71,-17,0,10/9/2014,53.6,84.2,68.18,0,11.7402,10/10/2014,55.4,78.8,64.4,0,12.5459,10/11/2014,53.6,84.2,65.84,0,6.2154
12015,2015,Oct 9 - 12,Frys.com Open,"Silverado Resort and Spa (North Course) - Napa, CA. ",Napa,CA,38.3,-122.29,72,-15,-1,10/8/2015,51.98,87.08,66.92,0,7.3664,10/9/2015,48.92,84.92,65.12,0,9.208,10/10/2015,57.2,77,64.04,0,11.0496
12016,2016,Oct 15 - 18,Frys.com Open,"Silverado Resort and Spa (North Course) - Napa, CA. ",Napa,CA,38.3,-122.29,72,-15,-2,10/14/2016,59,64.94,63.32,0,18.6462,10/15/2016,55.94,69.08,61.52,0.311023622,15.5385,10/16/2016,53.06,64.94,60.08,0,11.51
12017,2017,Oct 13 - 16,Safeway Open,"Silverado Resort and Spa (North Course) - Napa, CA. ",Napa,CA,38.3,-122.29,72,-18,-3,10/12/2017,41,71.06,54.32,0,8.5174,10/13/2017,35.06,73.94,53.78,0,5.2946,10/14/2017,42.08,80.96,62.42,0,9.0929
12019,2019,Oct 4 - 7,Safeway Open,"Silverado Resort and Spa (North Course) - Napa, CA. ",Napa,CA,38.3,-122.29,72,-14,-3,10/3/2019,41,71.96,56.12,0,13.6969,10/4/2019,41,73.94,57.56,0,11.51,10/5/2019,41,80.06,58.64,0,5.4097
12020,2020,Sep 12 - 15,A Military Tribute at The Greenbrier,"The Old White Course - White Sulphur Springs, WV. ",White Sulphur Springs,WV,37.8,-80.45,70,-21,-4,9/11/2020,66.2,80.6,72.14,0,5.2946,9/12/2020,66.38,71.6,69.44,0,5.1795,9/13/2020,64.4,77,68.9,0,5.5248
12022,2022,Sep 16 - 19,Fortinet Championship,"Silverado Resort and Spa (North Course) - Napa, CA. ",Napa,CA,38.3,-122.29,72,-19,-3,9/15/2022,50,75.02,62.96,0,13.5818,9/16/2022,51.08,78.98,63.5,0,11.7402,9/17/2022,51.98,75.92,62.78,0,17.8405
22009,2009,Jan 15 - 18,Sony Open in Hawaii,"Waialae Country Club - Honolulu, HI. ",Honolulu,HI,21.3,-157.86,70,-15,1,1/14/2009,68,80.06,74.3,0.161417323,14.0422,1/15/2009,73.94,80.06,76.1,0.039370079,30.2713,1/16/2009,68,78.98,73.94,0.149606299,31.8827
22010,2010,Jan 14 - 17,Sony Open in Hawaii,"Waialae Country Club - Honolulu, HI. ",Honolulu,HI,21.3,-157.86,70,-15,1,1/13/2010,60.98,82.04,72.14,0,14.5026,1/14/2010,62.96,75.92,70.7,0,17.8405,1/15/2010,60.98,80.06,71.06,0,14.0422
22013,2013,Jan 10 - 13,Sony Open in Hawaii,"Waialae Country Club - Honolulu, HI. ",Honolulu,HI,21.3,-157.86,70,-24,-2,1/9/2013,69.98,82.04,75.38,0,22.7898,1/10/2013,71.96,82.04,75.74,0,20.2576,1/11/2013,71.06,82.04,75.38,0,17.0348
22014,2014,Oct 17 - 20,Shriners Hospitals for Children Open,"TPC Summerlin - Las Vegas, NV. ",Las Vegas,NV,36.17,-115.15,71,-24,-3,10/16/2014,60.98,82.94,72.5,0,10.359,10/17/2014,60.98,82.04,71.42,0,10.4741,10/18/2014,66.92,82.94,73.4,0,4.2587
22015,2015,Oct 16 - 19,Shriners Hospitals for Children Open,"TPC Summerlin - Las Vegas, NV. ",Las Vegas,NV,36.17,-115.15,71,-20,-2,10/15/2015,71.06,87.98,80.24,0,19.4519,10/16/2015,71.06,78.98,74.84,0.059055118,26.0126,10/17/2015,64.94,78.08,71.06,0.338582677,5.9852
22016,2016,Oct 22 - 25,Shriners Hospitals for Children Open,"TPC Summerlin - Las Vegas, NV. ",Las Vegas,NV,36.17,-115.15,71,-16,-2,10/21/2016,53.96,82.94,68.54,0,7.9419,10/22/2016,55.94,87.98,71.78,0,9.5533,10/23/2016,62.06,82.94,71.42,0.070866142,10.359
22020,2020,Sep 19 - 22,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS. ",Jackson,MS,32.31,-90.2,72,-18,-3,9/18/2020,53.96,69.08,63.32,0,0,9/19/2020,46.04,69.98,57.38,0,0.8057,9/20/2020,48.92,71.06,58.64,0,2.5322
32015,2015,Oct 23 - 26,The McGladrey Classic,"Sea Island Resort (Seaside Course) - Saint Simons Island, GA. ",Saint Simons Island,GA,31.22,-81.36,70,-14,0,10/22/2015,68,78.98,71.6,0,16.114,10/23/2015,66.92,78.98,71.6,0,13.812,10/24/2015,59,78.98,69.98,0,11.0496
32020,2020,Sep 26 - 29,Safeway Open,"Silverado Resort and Spa (North Course) - Napa, CA. ",Napa,CA,38.3,-122.29,72,-17,-2,9/25/2020,48.02,78.98,65.48,0,13.2365,9/26/2020,53.96,86,69.98,0,8.5174,9/27/2020,62.96,100.04,77,0,9.7835
42009,2009,Jan 29 - Feb 1,FBR Open,"TPC Scottsdale (Stadium Course) - Scottsdale, AZ. ",Scottsdale,AZ,33.49,-111.93,71,-14,0,1/28/2009,37.04,62.06,49.28,0,2.5322,1/29/2009,37.94,71.06,55.58,0,7.8268,1/30/2009,50,75.02,62.06,0,5.5248
42010,2010,Jan 28 - 31,Farmers Insurance Open,"Torrey Pines (North Course) - La Jolla, CA. Torrey Pines (South Course) - La Jolla, CA. ",La Jolla,CA,32.84,-117.27,72,-13,-2,1/27/2010,48.02,64.04,56.48,0,8.2872,1/28/2010,44.06,64.94,53.78,0.019685039,7.4815,1/29/2010,46.04,64.94,54.14,0,7.4815
42013,2013,Jan 24 - 28,Farmers Insurance Open,"Torrey Pines (North Course) - La Jolla, CA. Torrey Pines (South Course) - La Jolla, CA. ",La Jolla,CA,32.84,-117.27,72,-14,-1,1/23/2013,57.02,80.06,66.56,0,10.8194,1/24/2013,57.92,69.98,63.14,0.011811024,6.2154,1/25/2013,59,64.04,61.34,0.779527559,7.8268
42017,2017,Oct 27 - 30,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS. ",Jackson,MS,32.31,-90.2,72,-20,-2,10/26/2017,33.98,62.06,46.58,0,3.3379,10/27/2017,48.02,71.06,57.74,0,7.0211,10/28/2017,37.04,57.02,45.86,0.62992126,4.9493
52009,2009,Feb 5 - 8,Buick Invitational,"Torrey Pines (North Course) - La Jolla, CA. Torrey Pines (South Course) - La Jolla, CA. ",La Jolla,CA,32.84,-117.27,72,-11,2,2/4/2009,48.02,80.96,62.24,0,14.0422,2/5/2009,44.96,64.94,55.04,0.149606299,16.5744,2/6/2009,53.06,60.98,55.76,0.460629921,17.0348
52010,2010,Feb 4 - 7,Northern Trust Open,"Riviera Country Club - Pacific Palisades, CA. ",Pacific Palisades,CA,34.05,-118.53,71,-16,2,2/3/2010,44.06,69.08,55.76,0,10.1288,2/4/2010,51.08,60.08,54.68,0,8.2872,2/5/2010,51.08,53.06,51.8,1.38976378,16.2291
52013,2013,Jan 31 - Feb 3,Waste Management Phoenix Open,"TPC Scottsdale (Stadium Course) - Scottsdale, AZ. ",Scottsdale,AZ,33.49,-111.93,71,-28,1,1/30/2013,37.94,59,48.02,0,2.6473,1/31/2013,39.02,66.92,52.34,0,2.5322,2/1/2013,42.98,69.98,55.94,0,1.0359
52014,2014,Nov 7 - 10,The McGladrey Classic,"Sea Island Resort (Seaside Course) - Saint Simons Island, GA. ",Saint Simons Island,GA,31.22,-81.36,70,-14,1,11/6/2014,60.98,78.98,69.62,0,8.9778,11/7/2014,48.92,68,57.92,0,7.7117,11/8/2014,46.94,69.08,57.38,0,11.51
52016,2016,Nov 5 - 9,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS. ",Jackson,MS,32.31,-90.2,72,-18,-3,11/4/2016,48.02,66.02,57.38,0,2.8775,11/5/2016,42.98,64.04,51.8,0,2.0718,11/6/2016,44.06,66.92,53.78,0,3.6832
52017,2017,Nov 3 - 6,Shriners Hospitals for Children Open,"TPC Summerlin - Las Vegas, NV. ",Las Vegas,NV,36.17,-115.15,71,-20,-3,11/2/2017,55.94,77,65.48,0,16.2291,11/3/2017,57.02,69.98,63.68,0,25.4371,11/4/2017,60.08,75.02,67.1,0,24.6314
52019,2019,Oct 25 - 28,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS. ",Jackson,MS,32.31,-90.2,72,-21,-1,10/24/2019,39.92,69.98,53.78,0,3.6832,10/25/2019,46.04,62.06,54.14,0.11023622,0.4604,10/26/2019,51.08,71.96,57.02,0.838582677,7.8268
52020,2020,Oct 10 - 13,Houston Open,"Golf Club of Houston - Houston, TX. ",Houston,TX,29.76,-95.37,72,-14,0,10/9/2020,71.96,80.96,76.46,0.019685039,28.5448,10/10/2020,66.92,91.04,76.64,0,7.0211,10/11/2020,69.98,93.92,80.42,0,9.8986
62015,2015,Nov 6 - 9,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS. ",Jackson,MS,32.31,-90.2,72,-16,-1,11/5/2015,62.06,78.98,69.08,0,4.9493,11/6/2015,62.06,69.08,67.1,0.169291339,5.755,11/7/2015,46.04,62.06,55.58,0,6.2154
62019,2019,Nov 1 - 4,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV. ",Las Vegas,NV,36.17,-115.15,71,-21,-3,10/31/2019,33.98,59,46.4,0,7.3664,11/1/2019,39.02,68,52.7,0,5.755,11/2/2019,44.06,71.96,57.38,0,7.7117
72009,2009,Feb 19 - 22,Northern Trust Open,"Riviera Country Club - Pacific Palisades, CA. ",Pacific Palisades,CA,34.05,-118.53,71,-15,-1,2/18/2009,41,64.04,52.34,0,4.604,2/19/2009,44.06,71.06,57.92,0,8.7476,2/20/2009,46.04,73.04,59.54,0,9.6684
72013,2013,Feb 14 - 17,Northern Trust Open,"Riviera Country Club - Pacific Palisades, CA. ",Pacific Palisades,CA,34.05,-118.53,71,-11,2,2/13/2013,37.04,68,51.62,0,3.6832,2/14/2013,37.04,75.92,55.58,0,4.1436,2/15/2013,46.04,78.08,64.4,0,15.8838
72016,2016,Nov 19 - 22,The RSM Classic,"Sea Island Resort (Seaside Course) - Saint Simons Island, GA. Sea Island Resort (Plantation Course) - Saint Simons Island, GA. ",Saint Simons Island,GA,31.22,-81.36,70,-22,-1,11/18/2016,50,71.06,60.26,0,5.0644,11/19/2016,53.06,75.92,63.14,0,14.3875,11/20/2016,44.06,60.98,51.98,0,15.1932
72017,2017,Nov 17 - 20,The RSM Classic,"Sea Island Resort (Seaside Course) - Saint Simons Island, GA. Sea Island Resort (Plantation Course) - Saint Simons Island, GA. ",Saint Simons Island,GA,31.22,-81.36,70,-17,-4,11/16/2017,44.96,69.98,55.94,0,7.7117,11/17/2017,48.02,69.98,59.18,0,13.812,11/18/2017,53.96,75.02,64.58,0,10.2439
82019,2019,Nov 15 - 18,The RSM Classic,"Sea Island Resort (Seaside Course) - Saint Simons Island, GA. Sea Island Resort (Plantation Course) - Saint Simons Island, GA. ",Saint Simons Island,GA,31.22,-81.36,70,-19,-1,11/14/2019,44.96,55.94,51.26,0.200787402,23.2502,11/15/2019,51.98,60.98,54.68,0,16.3442,11/16/2019,48.92,53.96,50.36,0,17.7254
92010,2010,Feb 25 - 28,Waste Management Phoenix Open,"TPC Scottsdale (Stadium Course) - Scottsdale, AZ. ",Scottsdale,AZ,33.49,-111.93,71,-16,-3,2/24/2010,44.96,64.04,54.68,0,3.6832,2/25/2010,46.04,69.98,57.92,0,4.604,2/26/2010,46.94,68,59,0,4.8342
92014,2014,Jan 9 - 12,Sony Open in Hawaii,"Waialae Country Club - Honolulu, HI. ",Honolulu,HI,21.3,-157.86,70,-17,-1,1/8/2014,69.08,80.06,73.22,0,13.6969,1/9/2014,64.94,78.98,71.6,0,10.359,1/10/2014,66.92,82.04,73.22,0.019685039,13.2365
92022,2022,Nov 11 - 14,Houston Open,"Memorial Park Golf Course - Houston, TX. ",Houston,TX,29.76,-95.37,70,-10,1,11/10/2022,68,80.6,72.86,0,17.7254,11/11/2022,46.4,78.8,67.64,0.149606299,20.8331,11/12/2022,42.8,55.4,48.38,0.007874016,30.9619
102009,2009,Mar 5 - 8,The Honda Classic,"PGA National Resort & Spa (The Champion) - Palm Beach Gardens, FL. ",Palm Beach Gardens,FL,26.82,-80.14,70,-9,3,3/4/2009,46.04,71.06,58.46,0,19.1066,3/5/2009,59,71.96,66.2,0,24.8616,3/6/2009,64.94,75.92,69.26,0,22.3294
102010,2010,Mar 4 - 7,The Honda Classic,"PGA National Resort & Spa (The Champion) - Palm Beach Gardens, FL. ",Palm Beach Gardens,FL,26.82,-80.14,70,-13,3,3/3/2010,46.04,62.06,55.76,0,30.2713,3/4/2010,42.98,62.96,52.34,0,20.2576,3/5/2010,39.02,66.02,52.34,0,14.0422
102015,2015,Jan 15 - 18,Sony Open in Hawaii,"Waialae Country Club - Honolulu, HI. ",Honolulu,HI,21.3,-157.86,70,-23,-2,1/14/2015,66.02,80.06,72.32,0,5.755,1/15/2015,68,80.06,74.66,0,10.8194,1/16/2015,71.06,80.06,75.02,0.031496063,8.7476
102016,2016,Jan 14 - 17,Sony Open in Hawaii,"Waialae Country Club - Honolulu, HI. ",Honolulu,HI,21.3,-157.86,70,-20,-3,1/13/2016,64.94,80.06,73.04,0,6.6758,1/14/2016,64.94,80.96,72.86,0,11.1647,1/15/2016,68,80.96,74.48,0,7.8268
102017,2017,Jan 12 - 15,Sony Open in Hawaii,"Waialae Country Club - Honolulu, HI. ",Honolulu,HI,21.3,-157.86,70,-27,-3,1/11/2017,66.02,80.96,73.76,0,4.9493,1/12/2017,68,80.96,74.12,0,8.7476,1/13/2017,68,80.96,74.84,0,7.0211
102021,2021,Nov 5 - 8,Vivint Houston Open,"Memorial Park Golf Course - Houston, TX. ",Houston,TX,29.76,-95.37,70,-13,3,11/4/2021,50,57.02,53.96,0,16.5744,11/5/2021,44.06,66.02,54.32,0,7.8268,11/6/2021,44.06,69.98,54.68,0,4.604
102022,2022,Nov 18 - 21,The RSM Classic,"Sea Island Resort (Seaside Course) - Saint Simons Island, GA. Sea Island Resort (Plantation Course) - Saint Simons Island, GA. ",Saint Simons Island,GA,31.22,-81.36,70,-22,-3,11/17/2022,48.02,53.06,50.36,0,14.1573,11/18/2022,39.92,60.98,49.28,0,9.6684,11/19/2022,44.96,62.96,53.96,0,9.3231
112014,2014,Jan 23 - 26,Farmers Insurance Open,"Torrey Pines (North Course) - La Jolla, CA. Torrey Pines (South Course) - La Jolla, CA. ",La Jolla,CA,32.84,-117.27,72,-9,0,1/22/2014,44.06,75.92,58.82,0,7.0211,1/23/2014,35.96,69.08,52.7,0,5.755,1/24/2014,51.08,69.08,59.72,0,8.2872
112020,2020,Nov 21 - 24,The RSM Classic,"Sea Island Resort (Seaside Course) - Saint Simons Island, GA. Sea Island Resort (Plantation Course) - Saint Simons Island, GA. ",Saint Simons Island,GA,31.22,-81.36,70,-19,-3,11/20/2020,57.92,73.04,65.84,0,19.567,11/21/2020,62.96,73.04,67.82,0.031496063,19.1066,11/22/2020,64.04,73.94,68.18,0,15.7687
112021,2020,Nov 12 - 15,2020 Masters Tournament,"Augusta, GA",Augusta,GA,33.47,-81.97,72,-20,0,11/11/2020,73.04,84.92,76.46,0.291338583,10.4741,11/12/2020,69.98,82.04,75.38,0.228346457,11.6251,11/13/2020,64.04,78.98,71.24,0.011811024,7.7117
122013,2013,Mar 14 - 17,Tampa Bay Championship presented by EverBank,"Innisbrook Resort (Copperhead Course) - Palm Harbor, FL. ",Palm Harbor,FL,28.09,-82.76,71,-10,2,3/13/2013,57.92,71.06,62.06,0,21.9841,3/14/2013,53.06,62.96,57.92,0,23.1351,3/15/2013,42.98,69.98,57.74,0,9.0929
122014,2014,Jan 30 - Feb 2,Waste Management Phoenix Open,"TPC Scottsdale (Stadium Course) - Scottsdale, AZ. ",Scottsdale,AZ,33.49,-111.93,71,-16,-1,1/29/2014,44.06,69.98,57.2,0,2.1869,1/30/2014,48.92,73.04,60.8,0,3.3379,1/31/2014,53.06,64.04,60.08,0,6.906
122015,2015,Jan 29 - Feb 1,Waste Management Phoenix Open,"TPC Scottsdale (Stadium Course) - Scottsdale, AZ. ",Scottsdale,AZ,33.49,-111.93,71,-15,1,1/28/2015,51.98,73.94,61.7,0,1.4963,1/29/2015,57.02,69.98,61.52,0.24015748,1.6114,1/30/2015,55.4,59,56.3,0.350393701,5.0644
122016,2016,Jan 28 - Feb 1,Farmers Insurance Open,"Torrey Pines (North Course) - La Jolla, CA. Torrey Pines (South Course) - La Jolla, CA. ",La Jolla,CA,32.84,-117.27,72,-6,-1,1/27/2016,46.94,75.02,59.54,0,10.359,1/28/2016,48.02,77,59.18,0,7.8268,1/29/2016,46.94,75.02,59.9,0,7.0211
122017,2017,Jan 26 - 29,Farmers Insurance Open,"Torrey Pines (North Course) - La Jolla, CA. Torrey Pines (South Course) - La Jolla, CA. ",La Jolla,CA,32.84,-117.27,72,-13,0,1/25/2017,42.98,60.08,51.08,0,11.6251,1/26/2017,42.98,62.96,51.62,0,11.1647,1/27/2017,44.96,66.02,56.12,0,19.3368
122019,2019,Jan 10 - 13,Sony Open in Hawaii,"Waialae Country Club - Honolulu, HI. ",Honolulu,HI,21.3,-157.86,70,-22,-2,1/9/2019,68,80.96,75.2,0.011811024,10.359,1/10/2019,66.92,82.04,74.48,0,10.8194,1/11/2019,69.98,82.94,75.56,0,8.7476
122021,2021,Nov 19 - 22,The RSM Classic,"Sea Island Resort (Seaside Course) - Saint Simons Island, GA. Sea Island Resort (Plantation Course) - Saint Simons Island, GA. ",Saint Simons Island,GA,31.22,-81.36,70,-19,-2,11/18/2021,60.98,78.98,68.36,0.059055118,4.1436,11/19/2021,59,69.08,63.5,0,20.6029,11/20/2021,51.98,62.06,59.36,0,27.1636
132009,2009,Mar 19 - 22,Transitions Championship,"Innisbrook Resort (Copperhead Course) - Palm Harbor, FL. ",Palm Harbor,FL,28.09,-82.76,71,-8,1,3/18/2009,66.02,82.94,73.58,0,18.7613,3/19/2009,64.94,82.04,72.32,0,14.0422,3/20/2009,64.04,82.04,72.86,0,14.1573
132010,2010,Mar 18 - 21,Transitions Championship,"Innisbrook Resort (Copperhead Course) - Palm Harbor, FL. ",Palm Harbor,FL,28.09,-82.76,71,-13,2,3/17/2010,53.96,68,58.82,0,14.0422,3/18/2010,53.96,64.04,57.38,0,22.0992,3/19/2010,51.08,69.08,59.54,0,12.661
132013,2013,Mar 21 - 25,Arnold Palmer Invitational presented by MasterCard,"Arnold Palmer's Bay Hill Club & Lodge - Orlando, FL. ",Orlando,FL,28.54,-81.38,72,-13,3,3/20/2013,60.98,75.92,68.9,0,13.0063,3/21/2013,51.98,69.08,60.8,0,13.2365,3/22/2013,50,78.98,62.6,0,11.0496
132014,2014,Feb 6 - 9,AT&T Pebble Beach National Pro-Am,"Spyglass Hill GC - Pebble Beach, CA. Pebble Beach Golf Links - Pebble Beach, CA. Monterey Peninsula Country Club (Shore Course) - Pebble Beach, CA. ",Pebble Beach,CA,36.57,-121.94,71,-11,-2,2/5/2014,36.68,61.52,47.48,0,6.6758,2/6/2014,47.3,57.02,50.54,0.255905512,21.1784,2/7/2014,41.36,59.9,52.88,0,18.1858
132015,2015,Feb 5 - 8,Farmers Insurance Open,"Torrey Pines (North Course) - La Jolla, CA. Torrey Pines (South Course) - La Jolla, CA. ",La Jolla,CA,32.84,-117.27,72,-9,-1,2/4/2015,48.92,71.96,58.46,0,5.755,2/5/2015,48.02,78.98,59.54,0,7.4815,2/6/2015,46.94,80.96,61.34,0,8.7476
132016,2016,Feb 4 - 7,Waste Management Phoenix Open,"TPC Scottsdale (Stadium Course) - Scottsdale, AZ. ",Scottsdale,AZ,33.49,-111.93,71,-14,0,2/3/2016,32,53.96,43.7,0,4.7191,2/4/2016,33.08,62.06,47.3,0,3.9134,2/5/2016,42.08,66.92,55.94,0,12.7761
132017,2017,Feb 2 - 5,Waste Management Phoenix Open,"TPC Scottsdale (Stadium Course) - Scottsdale, AZ. ",Scottsdale,AZ,33.49,-111.93,71,-17,-1,2/1/2017,42.98,71.96,56.84,0,2.9926,2/2/2017,44.96,69.98,57.02,0,3.453,2/3/2017,46.04,69.98,57.2,0,2.0718
142010,2010,Mar 25 - 29,Arnold Palmer Invitational presented by MasterCard,"Arnold Palmer's Bay Hill Club & Lodge - Orlando, FL. ",Orlando,FL,28.54,-81.38,72,-11,1,3/24/2010,50,75.02,62.78,0,7.8268,3/25/2010,57.02,78.98,68.18,0,12.0855,3/26/2010,62.96,80.06,69.62,0.492125984,21.6388
142013,2013,Mar 28 - 31,Shell Houston Open,"Golf Club of Houston - Houston, TX. ",Houston,TX,29.76,-95.37,72,-16,-1,3/27/2013,37.04,69.08,53.6,0,14.5026,3/28/2013,53.96,71.96,62.6,0,19.1066,3/29/2013,55.04,75.02,65.12,0,18.1858
142014,2014,Feb 13 - 16,Northern Trust Open,"Riviera Country Club - Pacific Palisades, CA. ",Pacific Palisades,CA,34.05,-118.53,71,-15,1,2/12/2014,48.92,84.02,65.3,0,2.1869,2/13/2014,50,84.92,66.56,0,3.3379,2/14/2014,48.92,91.04,66.74,0,3.2228
142019,2019,Jan 24 - 27,Farmers Insurance Open,"Torrey Pines (North Course) - La Jolla, CA. Torrey Pines (South Course) - La Jolla, CA. ",La Jolla,CA,32.84,-117.27,72,-21,-3,1/23/2019,42.98,69.08,54.86,0,11.51,1/24/2019,46.04,78.08,59.72,0,9.6684,1/25/2019,46.94,77,59.72,0,11.9704
152009,2009,Apr 2 - 5,Shell Houston Open,"Golf Club of Houston - Houston, TX. ",Houston,TX,29.76,-95.37,72,-11,-1,4/1/2009,48.02,71.06,61.16,0,20.2576,4/2/2009,57.02,75.92,68.72,0.051181102,23.5955,4/3/2009,46.94,77,60.98,0,11.6251
152010,2010,Apr 1 - 4,Shell Houston Open,"Golf Club of Houston - Houston, TX. ",Houston,TX,29.76,-95.37,72,-12,2,3/31/2010,55.94,80.06,66.74,0,19.4519,4/1/2010,62.06,78.08,68.18,0,28.1995,4/2/2010,66.92,78.08,69.98,0,22.3294
152013,2013,Apr 4 - 7,Valero Texas Open,"TPC San Antonio (Oaks Course) - San Antonio, TX. ",San Antonio,TX,29.42,-98.5,72,-14,1,4/3/2013,51.98,60.08,56.12,0.291338583,17.7254,4/4/2013,46.94,71.42,57.38,0,17.7254,4/5/2013,42.26,72.14,57.02,0,9.7835
