Id,year,date,name,course,City,State,Lat,Long,Course Par,Winning Score,CutLine,day0,day0low,day0high,day0avg,day0precip,day0wind,day1,day1low,day1high,day1avg,day1precip,day1wind,day2,day2low,day2high,day2avg,day2precip,day2wind
342017,2017,Jun 22 - 25,Travelers Championship,"TPC River Highlands - Cromwell, CT. ",Cromwell,CT,41.62,-72.66,70,-12,0,6/21/2017,64.04,82.04,73.22,0,12.0855,6/22/2017,57.92,84.02,72.32,0,8.9778,6/23/2017,69.98,87.08,77.54,0,15.4234
342019,2019,May 30 - Jun 2,the Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH. ",Dublin,OH,40.1,-83.11,72,-19,1,5/29/2019,68,80.06,74.3,0.527559055,18.3009,5/30/2019,66.02,73.94,69.62,0,15.0781,5/31/2019,60.98,78.98,68.54,0,7.0211
342021,2021,Apr 29 - May 2,Valspar Championship,"Innisbrook Resort (Copperhead Course) - Palm Harbor, FL. ",Palm Harbor,FL,28.09,-82.76,71,-17,-1,4/28/2021,69.8,84.2,74.84,0,13.2365,4/29/2021,69.8,86,77.18,0,12.2006,4/30/2021,69.8,80.6,75.02,0,10.0137
342022,2022,May 19 - 22,PGA Championship,"Tulsa, OK",Tulsa,OK,36.16,-95.99,70,-5,4,5/18/2022,69.08,91.94,80.24,0,13.6969,5/19/2022,69.98,89.96,79.88,0,26.1277,5/20/2022,68,87.08,81.14,0,34.4149
352009,2009,Aug 6 - 9,Legends Reno-Tahoe Open,"Montreux G&CC - Reno, NV. ",Reno,NV,39.53,-119.81,72,-17,0,8/5/2009,60.08,89.06,74.12,0,15.7687,8/6/2009,53.96,68,60.8,0.011811024,21.9841,8/7/2009,48.92,69.98,60.26,0,13.6969
352013,2013,Aug 8 - 11,PGA Championship,"Rochester, NY",Rochester,NY,43.16,-77.62,70,-10,3,8/7/2013,66.02,82.04,73.04,0,17.8405,8/8/2013,68,84.02,74.48,0.460629921,8.7476,8/9/2013,62.96,80.06,72.86,0.570866142,9.5533
352017,2017,Jun 29 - Jul 2,Quicken Loans National,"TPC Potomac at Avenel Farm - Potomac, MD. Whistle Bear GC - Cambridge, ON. ",Potomac,MD,39.02,-77.2,70,-7,4,6/28/2017,50,80.06,67.82,0,8.7476,6/29/2017,60.08,89.06,74.12,0,18.6462,6/30/2017,69.98,91.94,80.06,0,21.5237
352019,2019,Jun 6 - 9,RBC Canadian Open,"Hamilton Golf & Country Club - Hamilton, ON. ",Hamilton,ON,43.26,-79.87,70,-22,-2,6/5/2019,52.16,68.9,60.44,0.818897638,4.604,6/6/2019,54.68,73.76,64.22,0,4.1436,6/7/2019,50.18,78.08,64.22,0,4.2587
352020,2020,Jun 18 - 21,RBC Heritage,"Harbour Town Golf Links - Hilton Head Island, SC. ",Hilton Head Island,SC,32.16,-80.75,71,-22,-4,6/17/2020,62.6,73.4,67.64,0,9.208,6/18/2020,66.2,78.8,73.94,0,8.8627,6/19/2020,69.8,84.2,76.1,0.118110236,8.2872
352021,2021,May 6 - 9,Wells Fargo Championship,"Quail Hollow Club - Charlotte, NC. ",Charlotte,NC,35.23,-80.84,71,-10,2,5/5/2021,62.96,84.02,70.88,0,19.4519,5/6/2021,51.08,71.96,64.58,0,11.6251,5/7/2021,44.96,68,61.88,0.098425197,14.5026
352022,2022,May 26 - 29,Charles Schwab Challenge,"Colonial Country Club - Fort Worth, TX. ",Fort Worth,TX,32.75,-97.33,70,-9,1,5/25/2022,57.92,71.06,62.78,0.011811024,21.1784,5/26/2022,51.08,87.08,71.06,0,12.4308,5/27/2022,57.02,91.94,76.82,0,9.8986
362009,2009,Aug 13 - 16,PGA Championship,"Chaska, MN",Chaska,MN,44.79,-93.6,72,-8,4,8/12/2009,64.4,87.8,75.74,0,10.5892,8/13/2009,69.8,82.4,74.48,0,13.812,8/14/2009,69.8,87.8,78.62,0,18.6462
362014,2014,Jul 10 - 13,John Deere Classic,"TPC Deere Run - Silvis, IL. ",Silvis,IL,41.51,-90.42,71,-22,-2,7/9/2014,55.94,77,67.46,0,12.7761,7/10/2014,60.08,78.98,70.16,0,11.0496,7/11/2014,62.06,80.06,71.24,0,18.416
362015,2015,Jul 9 - 12,John Deere Classic,"TPC Deere Run - Silvis, IL. ",Silvis,IL,41.51,-90.42,71,-20,-4,7/8/2015,57.92,66.02,60.8,0,14.963,7/9/2015,59,75.92,66.56,0.011811024,7.3664,7/10/2015,57.92,78.98,69.26,0,4.3738
362017,2017,Jul 6 - 9,The Greenbrier Classic,"The Old White Course - White Sulphur Springs, WV. ",White Sulphur Springs,WV,37.8,-80.45,70,-14,-1,7/5/2017,66.2,79.16,69.62,0,3.3379,7/6/2017,63.86,79.34,70.7,0,8.2872,7/7/2017,64.58,79.7,71.6,0,10.1288
362019,2019,Jun 13 - 16,U.S. Open,"Pebble Beach, CA",Pebble Beach,CA,36.57,-121.94,71,-13,2,6/12/2019,57.38,68.72,74.12,0,20.2576,6/13/2019,57.74,66.56,65.12,0,17.8405,6/14/2019,55.76,66.02,63.5,0,16.114
362020,2020,Jun 25 - 28,Travelers Championship,"TPC River Highlands - Cromwell, CT. ",Cromwell,CT,41.62,-72.66,70,-19,-4,6/24/2020,71.96,89.06,79.7,0,13.4667,6/25/2020,64.04,86,75.02,0,9.5533,6/26/2020,64.94,87.98,76.1,0,6.6758
372009,2009,Aug 20 - 23,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC. ",Greensboro,NC,36.07,-79.79,70,-16,-2,8/19/2009,73.04,93.02,81.32,0.019685039,15.3083,8/20/2009,71.96,86,76.82,0.338582677,13.2365,8/21/2009,73.04,91.04,81.14,0,13.6969
372010,2010,Aug 12 - 15,PGA Championship,"Kohler, WI",Kohler,WI,43.74,-87.78,72,-11,1,8/11/2010,69.08,84.92,75.38,0.767716535,7.1362,8/12/2010,69.08,84.92,77.18,0.011811024,5.755,8/13/2010,69.98,82.94,75.74,0,12.0855
372013,2013,Aug 22 - 25,The Barclays,"Liberty National Golf Club - Jersey City, NJ. ",Jersey City,NJ,40.72,-74.05,71,-11,0,8/21/2013,68,91.04,80.6,0,10.359,8/22/2013,71.06,78.98,76.28,0.401574803,12.8912,8/23/2013,69.08,82.94,75.92,0,19.1066
372017,2017,Jul 13 - 16,John Deere Classic,"TPC Deere Run - Silvis, IL. Jennings Mill Country Club - Athens, GA. ",Silvis,IL,41.51,-90.42,71,-18,-2,7/12/2017,73.94,86,79.52,0.421259843,15.7687,7/13/2017,66.92,80.96,74.12,0,14.2724,7/14/2017,57.92,73.04,66.2,0,12.0855
372019,2019,Jun 20 - 23,Travelers Championship,"TPC River Highlands - Cromwell, CT. ",Cromwell,CT,41.62,-72.66,70,-17,-2,6/19/2019,64.94,75.92,69.44,0.102362205,7.8268,6/20/2019,64.94,73.94,69.44,0,8.057,6/21/2019,66.92,77,70.52,0,17.0348
372022,2022,Jun 2 - 5,the Memorial Tournament pres. by Workday,"Muirfield Village Golf Club - Dublin, OH. ",Dublin,OH,40.1,-83.11,72,-13,2,6/1/2022,69.08,89.96,78.62,0.070866142,16.3442,6/2/2022,62.06,73.04,68.54,0.263779528,9.6684,6/3/2022,55.04,80.06,68.72,0,9.5533
382010,2010,Aug 19 - 22,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC. ",Greensboro,NC,36.07,-79.79,70,-20,-3,8/18/2010,73.04,91.04,80.6,0.200787402,12.8912,8/19/2010,73.04,82.04,76.46,0.098425197,7.0211,8/20/2010,73.04,87.98,78.8,0,12.4308
382021,2021,May 27 - 30,Charles Schwab Challenge,"Colonial Country Club - Fort Worth, TX. ",Fort Worth,TX,32.75,-97.33,70,-14,1,5/26/2021,69.98,89.06,78.8,0,17.0348,5/27/2021,73.04,87.08,79.52,0,24.8616,5/28/2021,66.02,78.08,71.78,0.011811024,10.8194
382022,2022,Jun 9 - 12,RBC Canadian Open,"St. George's Golf and Country Club - Toronto, ON. ",Toronto,ON,43.65,-79.38,70,-19,1,6/8/2022,53.96,72.14,63.14,0.086614173,13.1214,6/9/2022,57.02,72.14,64.58,0.220472441,15.8838,6/10/2022,55.04,75.02,64.94,0,17.8405
392010,2010,Aug 26 - 29,The Barclays,"Ridgewood Country Club - Paramus, NJ. ",Paramus,NJ,40.95,-74.07,71,-12,0,8/25/2010,62.96,69.8,66.38,0.779527559,10.2439,8/26/2010,62.06,82.04,72.5,0,12.661,8/27/2010,57.02,78.08,68.72,0.011811024,7.4815
392015,2015,Jul 23 - 26,RBC Canadian Open,"Glen Abbey GC - Oakville, ON. ",Oakville,ON,43.45,-79.67,72,-17,-2,7/22/2015,57.38,79.16,68.36,0,17.6103,7/23/2015,56.12,82.4,69.26,0,13.3516,7/24/2015,55.4,86.9,71.24,0,10.7043
392019,2019,Jul 4 - 7,3M Open,"TPC Twin Cities - Blaine, MN. ",Blaine,MN,45.16,-93.23,71,-21,-3,7/3/2019,62.96,87.08,75.74,0,8.8627,7/4/2019,69.98,82.94,75.92,0,12.8912,7/5/2019,64.94,80.96,72.68,0,7.1362
392020,2020,Jul 9 - 12,Workday Charity Open,"Muirfield Village Golf Club - Dublin, OH. ",Dublin,OH,40.1,-83.11,72,-19,-2,7/8/2020,66.92,91.94,79.7,0,6.4456,7/9/2020,71.06,93.02,82.04,0,5.4097,7/10/2020,73.94,87.98,79.16,0,16.3442
392021,2021,Jun 3 - 6,the Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH. ",Dublin,OH,40.1,-83.11,72,-13,2,6/2/2021,62.96,69.08,65.84,0.511811024,11.9704,6/3/2021,64.04,73.04,66.74,0.830708661,11.7402,6/4/2021,57.02,84.92,71.78,0,10.9345
392022,2022,Jun 16 - 19,U.S. Open,"Brookline, MA",Brookline,MA,42.33,-71.12,70,-6,3,6/15/2022,59,71.06,67.82,0,16.114,6/16/2022,57.92,73.94,65.66,0,22.7898,6/17/2022,66.92,86,73.22,0,26.473
402015,2015,Jul 30 - Aug 2,Quicken Loans National,"Robert Trent Jones GC - Gainesville, VA. ",Gainesville,VA,38.79,-77.63,71,-18,-2,7/29/2015,69.98,87.08,77,0,9.0929,7/30/2015,69.08,89.06,79.52,1.149606299,10.8194,7/31/2015,62.96,87.08,77.18,0,8.7476
402016,2016,Jul 21 - 24,RBC Canadian Open,"Glen Abbey GC - Oakville, ON. ",Oakville,ON,43.45,-79.67,72,-12,2,7/20/2016,55.4,86,70.7,0,9.5533,7/21/2016,62.6,93.2,77.9,0.078740157,14.963,7/22/2016,69.8,95,82.4,0,14.6177
402017,2017,Jul 27 - 30,RBC Canadian Open,"Glen Abbey GC - Oakville, ON. ",Oakville,ON,43.45,-79.67,72,-21,-4,7/26/2017,57.2,73.4,65.3,0.078740157,9.0929,7/27/2017,64.4,80.6,72.5,0.204724409,12.3157,7/28/2017,63.5,75.2,69.44,0,26.5881
402019,2019,Jul 11 - 14,John Deere Classic,"TPC Deere Run - Silvis, IL. ",Silvis,IL,41.51,-90.42,71,-21,-3,7/10/2019,75.02,89.96,81.68,0,19.2217,7/11/2019,66.92,84.92,75.74,0,16.2291,7/12/2019,60.98,86,75.56,0,7.3664
402022,2022,Jun 23 - 26,Travelers Championship,"TPC River Highlands - Cromwell, CT. ",Cromwell,CT,41.62,-72.66,70,-19,-2,6/22/2022,60.08,64.94,62.24,0.736220472,3.9134,6/23/2022,59,78.08,67.82,0,9.3231,6/24/2022,62.06,82.04,71.78,0,7.7117
412014,2014,Aug 7 - 10,PGA Championship,"Louisville, KY",Louisville,KY,38.25,-85.76,71,-16,1,8/6/2014,69.98,89.96,79.52,0,10.8194,8/7/2014,71.96,84.02,77.18,0,14.0422,8/8/2014,68,75.92,73.22,2.090551181,14.963
412016,2016,Jul 28 - 31,PGA Championship,"Springfield, NJ",Springfield,NJ,40.7,-74.33,70,-14,2,7/27/2016,69.98,91.04,80.6,0,3.9134,7/28/2016,68,95,80.24,0,3.5681,7/29/2016,71.06,87.98,77.18,0.614173228,6.7909
412021,2021,Jun 10 - 13,Palmetto Championship at Congaree,"Congaree Golf Club - Ridgeland, SC. ",Ridgeland,SC,32.48,-80.98,71,-11,1,6/9/2021,71.96,91.94,80.6,0.098425197,10.2439,6/10/2021,75.92,93.92,83.48,0,14.8479,6/11/2021,77,95,84.74,0.003937008,18.5311
412022,2022,Jun 30 - Jul 3,John Deere Classic,"TPC Deere Run - Silvis, IL. ",Silvis,IL,41.51,-90.42,71,-21,-3,6/29/2022,69.08,87.08,78.08,0,14.3875,6/30/2022,71.06,86,79.16,0,22.6747,2022-6-31,71.96,93.92,82.94,0,18.1858
422014,2014,Aug 14 - 17,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC. ",Greensboro,NC,36.07,-79.79,70,-17,-2,8/13/2014,64.04,80.06,73.94,0,14.5026,8/14/2014,57.02,82.04,70.52,0,8.2872,8/15/2014,62.06,84.02,73.4,0,6.2154
422016,2016,Aug 4 - 7,Travelers Championship,"TPC River Highlands - Cromwell, CT. ",Cromwell,CT,41.62,-72.66,70,-14,-1,8/3/2016,62.96,84.02,72.14,0,7.5966,8/4/2016,60.98,86,73.58,0,8.9778,8/5/2016,64.94,87.08,76.82,0,13.2365
422019,2019,Jul 18 - 21,Barbasol Championship,"Keene Trace Golf Club (Champions Course) - Nicholasville, KY. ",Nicholasville,KY,37.88,-84.57,72,-26,-4,7/17/2019,73.94,89.06,79.34,0.460629921,18.1858,7/18/2019,71.96,91.04,79.34,0.039370079,12.4308,7/19/2019,75.02,93.02,82.94,0,14.0422
422020,2020,Jul 16 - 19,the Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH. ",Dublin,OH,40.1,-83.11,72,-9,3,7/15/2020,66.02,89.96,78.62,0,11.3949,7/16/2020,73.94,89.06,80.6,0,21.9841,7/17/2020,69.08,89.06,77.9,0,8.6325
422021,2021,Jun 17 - 20,U.S. Open,"San Diego, CA",San Diego,CA,32.72,-117.16,71,-6,4,6/16/2021,64.94,71.96,69.44,0,10.8194,6/17/2021,60.98,73.04,67.82,0,9.0929,6/18/2021,64.94,71.06,67.64,0,10.359
432010,2010,Sep 30 - Oct 3,Viking Classic,"Annandale GC - Madison, MS. ",Madison,MS,32.31,-90.2,72,-15,0,9/29/2010,50,75.02,68.72,0,1.6114,9/30/2010,55.04,75.02,70.34,0,4.604,2010-9-31,53.96,71.06,71.24,0,3.6832
432014,2014,Aug 21 - 24,The Barclays,"Ridgewood Country Club - Paramus, NJ. ",Paramus,NJ,40.95,-74.07,71,-14,1,8/20/2014,69.08,84.02,75.74,0,8.1721,8/21/2014,66.92,84.92,74.84,0.311023622,10.5892,8/22/2014,66.92,77,71.42,0.24015748,8.1721
432015,2015,Aug 13 - 16,PGA Championship,"Kohler, WI",Kohler,WI,43.74,-87.78,72,-20,2,8/12/2015,55.94,78.08,66.92,0,6.906,8/13/2015,62.06,84.92,73.76,0,20.4878,8/14/2015,66.92,89.06,76.28,0.38976378,15.5385
432016,2016,Aug 11 - 14,John Deere Classic,"TPC Deere Run - Silvis, IL. ",Silvis,IL,41.51,-90.42,71,-22,-3,8/10/2016,68,87.98,78.08,0,10.5892,8/11/2016,69.98,86,77.9,1.708661417,17.3801,8/12/2016,69.98,80.06,74.66,1.838582677,9.6684
442009,2009,Oct 15 - 18,Justin Timberlake Shriners Hospitals for Children Open,"TPC Summerlin - Las Vegas, NV. ",Las Vegas,NV,36.17,-115.15,71,-19,-4,10/14/2009,66.02,80.06,71.78,0,21.6388,10/15/2009,60.08,82.94,72.14,0,6.7909,10/16/2009,68,89.96,77.18,0,11.7402
442015,2015,Aug 20 - 23,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC. ",Greensboro,NC,36.07,-79.79,70,-17,-3,8/19/2015,71.96,86,76.64,0.291338583,11.9704,8/20/2015,71.96,87.98,77.36,0,8.7476,8/21/2015,69.98,84.92,78.08,0,10.8194
442016,2016,Aug 18 - 21,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC. ",Greensboro,NC,36.07,-79.79,70,-21,-3,8/17/2016,71.96,93.92,82.22,0.251968504,12.4308,8/18/2016,73.04,89.96,79.34,0,9.8986,8/19/2016,73.04,87.08,79.34,0,9.5533
442017,2017,Aug 17 - 20,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC. ",Greensboro,NC,36.07,-79.79,70,-22,0,8/16/2017,71.96,89.06,79.7,0,8.7476,8/17/2017,73.94,93.02,82.22,0,9.5533,8/18/2017,75.02,93.02,82.94,0.019685039,12.4308
442021,2021,Jul 1 - 4,Rocket Mortgage Classic,"Detroit Golf Club - Detroit, MI. ",Detroit,MI,42.33,-83.05,72,-18,-3,6/30/2021,70.88,80.24,75.56,0.007874016,16.114,7/1/2021,58.82,77.72,68.36,0.082677165,20.6029,7/2/2021,57.56,77,67.28,0,23.2502
452009,2009,Oct 22 - 25,Frys.com Open,"Grayhawk Golf Club - Raptor - Scottsdale, AZ. ",Raptor - Scottsdale,AZ,33.49,-111.93,70,-18,-1,10/21/2009,59,80.96,70.16,0,4.3738,10/22/2009,57.02,82.04,70.88,0,3.2228,10/23/2009,59,84.92,72.32,0,3.2228
452010,2010,Oct 7 - 10,The McGladrey Classic,"Sea Island Resort (Seaside Course) - Saint Simons Island, GA. ",Saint Simons Island,GA,31.22,-81.36,70,-14,-1,10/6/2010,53.06,73.94,63.14,0,9.5533,10/7/2010,51.98,77,64.58,0,5.4097,10/8/2010,57.02,78.98,68.72,0,6.3305
452015,2015,Aug 27 - 30,The Barclays,"Plainfield CC - Edison, NJ. ",Edison,NJ,40.52,-74.41,70,-19,2,8/26/2015,53.96,80.06,67.82,0,6.2154,8/27/2015,55.04,78.08,66.74,0,6.4456,8/28/2015,51.98,80.06,65.66,0,0
452016,2016,Aug 25 - 28,The Barclays,"Bethpage State Park - Bethpage, NY. ",Bethpage,NY,40.75,-73.49,71,-9,3,8/24/2016,66.02,84.02,75.2,0,13.0063,8/25/2016,68,82.04,75.74,0,22.4445,8/26/2016,73.94,93.02,82.22,0,15.5385
452017,2017,Aug 24 - 27,THE NORTHERN TRUST,"Glen Oaks Club - Old Westbury, NY. Glen Oaks CC. ",Old Westbury,NY,40.79,-73.6,70,-13,2,8/23/2017,69.98,80.96,75.74,0.059055118,14.1573,8/24/2017,62.96,80.06,71.42,0,10.359,8/25/2017,62.96,75.92,69.62,0,11.8553
452019,2019,Aug 1 - 4,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC. ",Greensboro,NC,36.07,-79.79,70,-22,-4,7/31/2019,66.02,89.96,79.52,1.960629921,10.8194,8/1/2019,66.92,87.98,74.84,0.350393701,8.2872,8/2/2019,66.92,84.02,73.22,0.019685039,7.8268
462010,2010,Oct 14 - 17,Frys.com Open,"CordeValle Golf Club - San Martin, CA. ",San Martin,CA,37.09,-121.59,71,-15,0,10/13/2010,53.06,73.94,60.26,0,3.9134,10/14/2010,64,91,74.78,0,5.1795,10/15/2010,51.98,60.08,55.4,0,4.2587
462019,2019,Aug 8 - 11,THE NORTHERN TRUST,"Liberty National Golf Club - Jersey City, NJ. ",Jersey City,NJ,40.72,-74.05,71,-16,-1,8/7/2019,69.98,84.02,75.56,1.539370079,11.6251,8/8/2019,69.98,86,77,0,15.1932,8/9/2019,71.06,87.08,77.72,0,7.8268
462020,2020,Aug 6 - 9,PGA Championship,"San Francisco, CA",San Francisco,CA,37.78,-122.42,70,-13,1,8/5/2020,60.08,69.08,63.5,0,29.0052,8/6/2020,60.08,75.02,65.66,0,20.718,8/7/2020,60.98,77,66.56,0,17.3801
462021,2021,Jul 8 - 11,John Deere Classic,"TPC Deere Run - Silvis, IL. ",Silvis,IL,41.51,-90.42,71,-19,-4,7/7/2021,66.92,84.92,75.2,0.267716535,13.0063,7/8/2021,62.96,73.04,66.92,0.003937008,15.0781,7/9/2021,59,75.02,66.92,0.24015748,11.51
462022,2022,Jul 21 - 24,3M Open,"TPC Twin Cities - Blaine, MN. ",Blaine,MN,45.16,-93.23,71,-17,1,7/20/2022,73.4,87.8,80.24,0,29.3505,7/21/2022,69.8,86,78.26,0,17.3801,7/22/2022,69.8,91.4,81.14,0,13.4667
472009,2009,Nov 12 - 15,Children's Miracle Network Classic,"Magnolia GC - Lake Buena Vista, FL. Palm GC - Lake Buena Vista, FL. ",Lake Buena Vista,FL,28.38,-81.53,72,-18,-2,11/11/2009,68,80.96,73.58,0,19.2217,11/12/2009,57.02,66.02,59.18,0,18.416,11/13/2009,53.06,73.94,63.14,0,19.567
472010,2010,Oct 21 - 24,Justin Timberlake Shriners Hospitals for Children Open,"TPC Summerlin - Las Vegas, NV. ",Las Vegas,NV,36.17,-115.15,71,-21,-4,10/20/2010,57.92,69.08,63.5,0.350393701,17.0348,10/21/2010,57.02,69.08,62.78,0,3.2228,10/22/2010,59,66.92,62.42,0,5.2946
472020,2020,Aug 13 - 16,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC. ",Greensboro,NC,36.07,-79.79,70,-21,-3,8/12/2020,71.96,89.06,79.34,0,8.2872,8/13/2020,69.98,87.08,76.46,2.188976378,12.4308,8/14/2020,71.96,84.02,75.2,0.251968504,8.2872
472022,2022,Jul 28 - 31,Rocket Mortgage Classic,"Detroit Golf Club - Detroit, MI. ",Detroit,MI,42.33,-83.05,72,-26,-3,7/27/2022,61.16,82.94,72.14,0.015748031,11.1647,7/28/2022,63.5,84.56,74.12,0,23.4804,7/29/2022,58.28,82.4,70.34,0,18.8764
482021,2021,Jul 15 - 18,Barbasol Championship,"Keene Trace Golf Club (Champions Course) - Nicholasville, KY. ",Nicholasville,KY,37.88,-84.57,72,-21,-4,7/14/2021,68,84.02,74.12,0,11.9704,7/15/2021,66.92,87.08,75.02,0.318897638,14.5026,7/16/2021,69.08,87.98,75.56,0.011811024,14.963
482022,2022,Aug 4 - 7,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC. ",Greensboro,NC,36.07,-79.79,70,-20,-1,8/3/2022,69.98,91.04,81.32,0,5.755,8/4/2022,73.04,91.04,82.04,0,11.9704,8/5/2022,73.04,89.96,80.78,0.078740157,15.7687
492021,2021,Jul 22 - 25,3M Open,"TPC Twin Cities - Blaine, MN. ",Blaine,MN,45.16,-93.23,71,-15,-2,7/21/2021,64.94,82.94,73.58,0,12.5459,7/22/2021,71.96,84.02,78.08,0.015748031,18.0707,7/23/2021,75.02,91.94,83.12,0,16.8046
492022,2022,Aug 11 - 14,FedEx St. Jude Championship,"TPC Southwind - Memphis, TN. ",Memphis,TN,35.15,-90.05,70,-15,-2,8/10/2022,73.94,93.02,79.52,1.279527559,8.2872,8/11/2022,75.02,91.04,80.06,0.61023622,12.4308,8/12/2022,73.94,91.04,82.76,0,17.3801
502010,2010,Nov 11 - 14,Children's Miracle Network Classic,"Magnolia GC - Lake Buena Vista, FL. Palm GC - Lake Buena Vista, FL. ",Lake Buena Vista,FL,28.38,-81.53,72,-21,-3,11/10/2010,53.06,80.06,66.38,0,4.604,11/11/2010,57.92,80.06,68.36,0,13.3516,11/12/2010,59,78.98,67.1,0,15.9989
522021,2021,Aug 12 - 15,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC. ",Greensboro,NC,36.07,-79.79,70,-15,-3,8/11/2021,71.06,93.02,79.52,0,11.1647,8/12/2021,69.98,91.94,78.44,0.669291339,9.0929,8/13/2021,68,91.94,78.98,0,10.8194
532021,2021,Aug 19 - 23,THE NORTHERN TRUST,"Liberty National Golf Club - Jersey City, NJ. ",Jersey City,NJ,40.72,-74.05,71,-20,-1,8/18/2021,75.02,82.04,77.72,0.043307087,11.51,8/19/2021,75.92,87.08,80.6,0.181102362,19.567,8/20/2021,75.92,84.02,79.16,0.098425197,6.1003
